,hall,floor,row,col
2422,PH,1F,17,24
2423,PH,1F,17,25
2424,PH,1F,17,26
2425,PH,1F,17,27
2426,PH,1F,17,28
2427,PH,1F,17,29
2428,PH,1F,17,30
2429,PH,1F,17,31
2430,PH,1F,17,32
2431,PH,1F,17,33
2432,PH,1F,17,34
2433,PH,1F,17,35
2434,PH,1F,17,36
2435,PH,1F,17,37
2436,PH,1F,17,38
2437,PH,1F,17,39
2438,PH,1F,17,40
2439,PH,1F,17,41
2440,PH,1F,17,42
2441,PH,1F,17,43
2442,PH,1F,17,44
2443,PH,1F,17,45
2444,PH,1F,17,46
2445,PH,1F,17,47
2446,PH,1F,17,48
2447,PH,1F,17,49
2448,PH,1F,17,50
2449,PH,1F,17,51
2450,PH,1F,17,52
2451,PH,1F,17,53
2452,PH,1F,17,54
2453,PH,1F,17,55
2454,PH,1F,17,56
2455,PH,1F,17,57
2456,PH,1F,17,58
2457,PH,1F,17,59
2458,PH,1F,17,60
2459,PH,1F,17,61
2460,PH,1F,17,62
2461,PH,1F,17,63
2462,PH,1F,17,64
2463,PH,1F,17,65
2464,PH,1F,17,66
2465,PH,1F,17,67
2466,PH,1F,17,68
2467,PH,1F,17,69
2468,PH,1F,17,70
2469,PH,1F,17,71
2470,PH,1F,17,72
2471,PH,1F,18,15
2472,PH,1F,18,16
2473,PH,1F,18,17
2474,PH,1F,18,18
2475,PH,1F,18,19
2476,PH,1F,18,20
2477,PH,1F,18,21
2478,PH,1F,18,22
2479,PH,1F,18,23
2480,PH,1F,18,24
2481,PH,1F,18,25
2482,PH,1F,18,26
2483,PH,1F,18,27
2484,PH,1F,18,28
2485,PH,1F,18,29
2486,PH,1F,18,30
2487,PH,1F,18,31
2488,PH,1F,18,32
2489,PH,1F,18,33
2490,PH,1F,18,34
2491,PH,1F,18,35
2492,PH,1F,18,36
2493,PH,1F,18,37
2494,PH,1F,18,38
2495,PH,1F,18,39
2496,PH,1F,18,40
2497,PH,1F,18,41
2498,PH,1F,18,42
2499,PH,1F,18,43
2500,PH,1F,18,44
2501,PH,1F,18,45
2502,PH,1F,18,46
2503,PH,1F,18,47
2504,PH,1F,18,48
2505,PH,1F,18,49
2506,PH,1F,18,50
2507,PH,1F,18,51
2508,PH,1F,18,52
2509,PH,1F,18,53
2510,PH,1F,18,54
2511,PH,1F,18,55
2512,PH,1F,18,56
2513,PH,1F,18,57
2514,PH,1F,18,58
2515,PH,1F,18,59
2516,PH,1F,18,60
2517,PH,1F,18,61
2518,PH,1F,18,62
2519,PH,1F,18,63
2520,PH,1F,18,64
2521,PH,1F,18,65
2522,PH,1F,18,66
2523,PH,1F,18,67
2524,PH,1F,18,68
2525,PH,1F,18,69
2526,PH,1F,18,70
2527,PH,1F,18,71
2528,PH,1F,18,72
2529,PH,1F,19,14
2530,PH,1F,19,15
2531,PH,1F,19,16
2532,PH,1F,19,17
2533,PH,1F,19,18
2534,PH,1F,19,19
2535,PH,1F,19,20
2536,PH,1F,19,21
2537,PH,1F,19,22
2538,PH,1F,19,23
2539,PH,1F,19,24
2540,PH,1F,19,25
2541,PH,1F,19,26
2542,PH,1F,19,27
2543,PH,1F,19,28
2544,PH,1F,19,29
2545,PH,1F,19,30
2546,PH,1F,19,31
2547,PH,1F,19,32
2548,PH,1F,19,33
2549,PH,1F,19,34
2550,PH,1F,19,35
2551,PH,1F,19,36
2552,PH,1F,19,37
2553,PH,1F,19,38
2554,PH,1F,19,39
2555,PH,1F,19,40
2556,PH,1F,19,41
2557,PH,1F,19,42
2558,PH,1F,19,43
2559,PH,1F,19,44
2560,PH,1F,19,45
2561,PH,1F,19,46
2562,PH,1F,19,47
2563,PH,1F,19,48
2564,PH,1F,19,49
2565,PH,1F,19,50
2566,PH,1F,19,51
2567,PH,1F,19,52
2568,PH,1F,19,53
2569,PH,1F,19,54
2570,PH,1F,19,55
2571,PH,1F,19,56
2572,PH,1F,19,57
2573,PH,1F,19,58
2574,PH,1F,19,59
2575,PH,1F,19,60
2576,PH,1F,19,61
2577,PH,1F,19,62
2578,PH,1F,19,63
2579,PH,1F,19,64
2580,PH,1F,19,65
2581,PH,1F,19,66
2582,PH,1F,19,67
2583,PH,1F,19,68
2584,PH,1F,19,69
2585,PH,1F,19,70
2586,PH,1F,19,71
2587,PH,1F,19,72
2588,PH,1F,19,73
2589,PH,1F,19,74
2590,PH,1F,20,14
2591,PH,1F,20,15
2592,PH,1F,20,16
2593,PH,1F,20,17
2594,PH,1F,20,18
2595,PH,1F,20,19
2596,PH,1F,20,20
2597,PH,1F,20,21
2598,PH,1F,20,22
2599,PH,1F,20,23
2600,PH,1F,20,24
2601,PH,1F,20,25
2602,PH,1F,20,26
2603,PH,1F,20,27
2604,PH,1F,20,28
2605,PH,1F,20,29
2606,PH,1F,20,30
2607,PH,1F,20,31
2608,PH,1F,20,32
2609,PH,1F,20,33
2610,PH,1F,20,34
2611,PH,1F,20,35
2612,PH,1F,20,36
2613,PH,1F,20,37
2614,PH,1F,20,38
2615,PH,1F,20,50
2616,PH,1F,20,51
2617,PH,1F,20,52
2618,PH,1F,20,53
2619,PH,1F,20,54
2620,PH,1F,20,55
2621,PH,1F,20,56
2622,PH,1F,20,57
2623,PH,1F,20,58
2624,PH,1F,20,59
2625,PH,1F,20,60
2626,PH,1F,20,61
2627,PH,1F,20,62
2628,PH,1F,20,63
2629,PH,1F,20,64
2630,PH,1F,20,65
2631,PH,1F,20,66
2632,PH,1F,20,67
2633,PH,1F,20,68
2634,PH,1F,20,69
2635,PH,1F,20,70
2636,PH,1F,20,71
2637,PH,1F,20,72
2638,PH,1F,20,73
2639,PH,1F,20,74
2640,PH,1F,21,21
2641,PH,1F,21,22
2642,PH,1F,21,23
2643,PH,1F,21,24
2644,PH,1F,21,25
2645,PH,1F,21,26
2646,PH,1F,21,27
2647,PH,1F,21,28
2648,PH,1F,21,29
2649,PH,1F,21,30
2650,PH,1F,21,31
2651,PH,1F,21,32
2652,PH,1F,21,56
2653,PH,1F,21,57
2654,PH,1F,21,58
2655,PH,1F,21,59
2656,PH,1F,21,60
2657,PH,1F,21,61
2658,PH,1F,21,62
2659,PH,1F,21,63
2660,PH,1F,21,64
2661,PH,1F,21,65
2662,PH,1F,21,66
2663,PH,1F,21,67
2664,PH,2F,01,13
2665,PH,2F,01,14
2666,PH,2F,01,15
2667,PH,2F,01,16
2668,PH,2F,01,17
2669,PH,2F,01,18
2670,PH,2F,01,19
2671,PH,2F,01,20
2672,PH,2F,01,21
2673,PH,2F,01,22
2674,PH,2F,01,23
2675,PH,2F,01,24
2676,PH,2F,01,25
2677,PH,2F,01,26
2678,PH,2F,01,27
2679,PH,2F,01,28
2680,PH,2F,01,29
2681,PH,2F,01,30
2682,PH,2F,01,31
2683,PH,2F,01,32
2684,PH,2F,01,33
2685,PH,2F,01,34
2686,PH,2F,01,35
2687,PH,2F,01,36
2688,PH,2F,01,37
2689,PH,2F,01,38
2690,PH,2F,01,39
2691,PH,2F,01,40
2692,PH,2F,01,41
2693,PH,2F,01,42
2694,PH,2F,01,43
2695,PH,2F,01,44
2696,PH,2F,01,45
2697,PH,2F,01,46
2698,PH,2F,01,47
2699,PH,2F,01,48
2700,PH,2F,01,49
2701,PH,2F,01,50
2702,PH,2F,01,51
2703,PH,2F,01,52
2704,PH,2F,01,53
2705,PH,2F,01,54
2706,PH,2F,01,55
2707,PH,2F,01,56
2708,PH,2F,01,57
2709,PH,2F,01,58
2710,PH,2F,01,59
2711,PH,2F,01,60
2712,PH,2F,01,61
2713,PH,2F,01,62
2714,PH,2F,01,63
2715,PH,2F,01,64
2716,PH,2F,01,65
2717,PH,2F,01,66
2718,PH,2F,01,67
2719,PH,2F,01,68
2720,PH,2F,01,69
2721,PH,2F,01,70
2722,PH,2F,01,71
2723,PH,2F,01,72
2724,PH,2F,01,73
2725,PH,2F,02,13
2726,PH,2F,02,14
2727,PH,2F,02,15
2728,PH,2F,02,16
2729,PH,2F,02,17
2730,PH,2F,02,18
2731,PH,2F,02,19
2732,PH,2F,02,20
2733,PH,2F,02,21
2734,PH,2F,02,22
2735,PH,2F,02,23
2736,PH,2F,02,24
2737,PH,2F,02,25
2738,PH,2F,02,26
2739,PH,2F,02,27
2740,PH,2F,02,28
2741,PH,2F,02,29
2742,PH,2F,02,30
2743,PH,2F,02,31
2744,PH,2F,02,32
2745,PH,2F,02,33
2746,PH,2F,02,34
2747,PH,2F,02,35
2748,PH,2F,02,36
2749,PH,2F,02,37
2750,PH,2F,02,38
2751,PH,2F,02,39
2752,PH,2F,02,40
2753,PH,2F,02,41
2754,PH,2F,02,42
2755,PH,2F,02,43
2756,PH,2F,02,44
2757,PH,2F,02,45
2758,PH,2F,02,46
2759,PH,2F,02,47
2760,PH,2F,02,48
2761,PH,2F,02,49
2762,PH,2F,02,50
2763,PH,2F,02,51
2764,PH,2F,02,52
2765,PH,2F,02,53
2766,PH,2F,02,54
2767,PH,2F,02,55
2768,PH,2F,02,56
2769,PH,2F,02,57
2770,PH,2F,02,58
2771,PH,2F,02,59
2772,PH,2F,02,60
2773,PH,2F,02,61
2774,PH,2F,02,62
2775,PH,2F,02,63
2776,PH,2F,02,64
2777,PH,2F,02,65
2778,PH,2F,02,66
2779,PH,2F,02,67
2780,PH,2F,02,68
2781,PH,2F,02,69
2782,PH,2F,02,70
2783,PH,2F,02,71
2784,PH,2F,02,72
2785,PH,2F,02,73
2786,PH,2F,02,74
2787,PH,2F,03,12
2788,PH,2F,03,13
2789,PH,2F,03,14
2790,PH,2F,03,15
2791,PH,2F,03,16
2792,PH,2F,03,17
2793,PH,2F,03,18
2794,PH,2F,03,19
2795,PH,2F,03,20
2796,PH,2F,03,21
2797,PH,2F,03,22
2798,PH,2F,03,23
2799,PH,2F,03,24
2800,PH,2F,03,25
2801,PH,2F,03,26
2802,PH,2F,03,27
2803,PH,2F,03,28
2804,PH,2F,03,29
2805,PH,2F,03,30
2806,PH,2F,03,31
2807,PH,2F,03,32
2808,PH,2F,03,33
2809,PH,2F,03,34
2810,PH,2F,03,35
2811,PH,2F,03,36
2812,PH,2F,03,37
2813,PH,2F,03,38
2814,PH,2F,03,39
2815,PH,2F,03,40
2816,PH,2F,03,41
2817,PH,2F,03,42
2818,PH,2F,03,43
2819,PH,2F,03,44
2820,PH,2F,03,45
2821,PH,2F,03,46
2822,PH,2F,03,47
2823,PH,2F,03,48
2824,PH,2F,03,49
2825,PH,2F,03,50
2826,PH,2F,03,51
2827,PH,2F,03,52
2828,PH,2F,03,53
2829,PH,2F,03,54
2830,PH,2F,03,55
2831,PH,2F,03,56
2832,PH,2F,03,57
2833,PH,2F,03,58
2834,PH,2F,03,59
2835,PH,2F,03,60
2836,PH,2F,03,61
2837,PH,2F,03,62
2838,PH,2F,03,63
2839,PH,2F,03,64
2840,PH,2F,03,65
2841,PH,2F,03,66
2842,PH,2F,03,67
2843,PH,2F,03,68
2844,PH,2F,03,69
2845,PH,2F,03,70
2846,PH,2F,03,71
2847,PH,2F,03,72
2848,PH,2F,03,73
2849,PH,2F,03,74
2850,PH,2F,03,75
2851,TP,B1,A3,01
2852,TP,B1,A3,02
2853,TP,B1,A3,03
2854,TP,B1,A3,04
2855,TP,B1,A3,05
2856,TP,B1,A3,06
2857,TP,B1,A3,07
2858,TP,B1,A3,08
2859,TP,B1,A3,09
2860,TP,B1,A3,10
2861,TP,B1,A3,11
2862,TP,B1,A3,12
2863,TP,B1,A3,13
2864,TP,B1,A3,14
2865,TP,B1,A3,15
2866,TP,B1,A3,16
2867,TP,B1,A3,17
2868,TP,B1,A3,18
2869,TP,B1,B1,01
2870,TP,B1,B1,02
2871,TP,B1,B1,03
2872,TP,B1,B1,04
2873,TP,B1,B1,05
2874,TP,B1,B1,06
2875,TP,B1,B1,07
2876,TP,B1,B1,08
2877,TP,B1,B1,09
2878,TP,B1,B1,10
2879,TP,B1,B1,11
2880,TP,B1,B1,12
2881,TP,B1,B1,13
2882,TP,B1,B1,14
2883,TP,B1,B1,15
2884,TP,B1,B1,16
2885,TP,B1,B1,17
2886,TP,B1,B1,18
2887,TP,B1,B2,01
2888,TP,B1,B2,02
2889,TP,B1,B2,03
2890,TP,B1,B2,04
2891,TP,B1,B2,05
2892,TP,B1,B2,06
2893,TP,B1,B2,07
2894,TP,B1,B2,08
2895,TP,B1,B2,09
2896,TP,B1,B2,10
2897,TP,B1,B2,11
2898,TP,B1,B2,12
2899,TP,B1,B2,13
2900,TP,B1,B2,14
2901,TP,B1,B2,15
2902,TP,B1,B2,16
2903,TP,B1,B2,17
2904,TP,B1,B2,18
2905,TP,B1,B3,01
2906,TP,B1,B3,02
2907,TP,B1,B3,03
2908,TP,B1,B3,04
2909,TP,B1,B3,05
2910,TP,B1,B3,06
2911,TP,B1,B3,07
2912,TP,B1,B3,08
2913,TP,B1,B3,09
2914,TP,B1,B3,10
2915,TP,B1,B3,11
2916,TP,B1,B3,12
2917,TP,B1,B3,13
2918,TP,B1,B3,14
2919,TP,B1,B3,15
2920,TP,B1,B3,16
2921,TP,B1,B3,17
2922,TP,B1,B3,18
2923,TP,B1,C1,01
2924,TP,B1,C1,02
2925,TP,B1,C1,03
2926,TP,B1,C1,04
2927,TP,B1,C1,05
2928,TP,B1,C1,06
2929,TP,B1,C1,07
2930,TP,B1,C1,08
2931,TP,B1,C1,09
2932,TP,B1,C1,10
2933,TP,B1,C1,11
2934,TP,B1,C1,12
2935,TP,B1,C1,13
2936,TP,B1,C1,14
2937,TP,B1,C1,15
2938,TP,B1,C1,16
2939,TP,B1,C1,17
2940,TP,B1,C1,18
2941,TP,B1,C2,01
2942,TP,B1,C2,02
2943,TP,B1,C2,03
2944,TP,B1,C2,04
2945,TP,B1,C2,05
2946,TP,B1,C2,06
2947,TP,B1,C2,07
2948,TP,B1,C2,08
2949,TP,B1,C2,09
2950,TP,B1,C2,10
2951,TP,B1,C2,11
2952,TP,B1,C2,12
2953,TP,B1,C2,13
2954,TP,B1,C2,14
2955,TP,B1,C2,15
2956,TP,B1,C2,16
2957,TP,B1,C2,17
2958,TP,B1,C2,18
2959,TP,B1,C3,01
2960,TP,B1,C3,02
2961,TP,B1,C3,03
2962,TP,B1,C3,04
2963,TP,B1,C3,05
2964,TP,B1,C3,06
2965,TP,B1,C3,07
2966,TP,B1,C3,08
2967,TP,B1,C3,09
2968,TP,B1,C3,10
2969,TP,B1,C3,11
2970,TP,B1,C3,12
2971,TP,B1,C3,13
2972,TP,B1,C3,14
2973,TP,B1,C3,15
2974,TP,B1,C3,16
2975,TP,B1,C3,17
2976,TP,B1,C3,18
2977,TP,B1,C4,01
2978,TP,B1,C4,02
2979,TP,B1,C4,03
2980,TP,B1,C4,04
2981,TP,B1,C4,05
2982,TP,B1,C4,06
2983,TP,B1,C4,07
2984,TP,B1,C4,08
2985,TP,B1,C4,09
2986,TP,B1,C4,10
2987,TP,B1,C4,11
2988,TP,B1,C4,12
2989,TP,B1,C4,13
2990,TP,B1,C4,14
2991,TP,B1,C4,15
2992,TP,B1,C4,16
2993,TP,B1,C4,17
2994,TP,B1,C4,18
2995,TP,B1,C5,01
2996,TP,B1,C5,02
2997,TP,B1,C5,03
2998,TP,B1,C5,04
2999,TP,B1,C5,05
3000,TP,B1,C5,06
3001,TP,B1,C5,07
3002,TP,B1,C5,08
3003,TP,B1,C5,09
3004,TP,B1,C5,10
3005,TP,B1,C5,11
3006,TP,B1,C5,12
3007,TP,B1,C5,13
3008,TP,B1,C5,14
3009,TP,B1,C5,15
3010,TP,B1,C5,16
3011,TP,B1,C5,17
3012,TP,B1,C5,18
3013,TP,B1,C6,01
3014,TP,B1,C6,02
3015,TP,B1,C6,03
3016,TP,B1,C6,04
3017,TP,B1,C6,05
3018,TP,B1,C6,06
3019,TP,B1,C6,07
3020,TP,B1,C6,08
3021,TP,B1,C6,09
3022,TP,B1,C6,10
3023,TP,B1,C6,11
3024,TP,B1,C6,12
3025,TP,B1,C6,13
3026,TP,B1,C6,14
3027,TP,B1,C6,15
3028,TP,B1,C6,16
3029,TP,B1,C6,17
3030,TP,B1,C6,18
3031,TP,B1,D1,01
3032,TP,B1,D1,02
3033,TP,B1,D1,03
3034,TP,B1,D1,04
3035,TP,B1,D1,05
3036,TP,B1,D1,06
3037,TP,B1,D1,07
3038,TP,B1,D1,08
3039,TP,B1,D1,09
3040,TP,B1,D1,10
3041,TP,B1,D1,11
3042,TP,B1,D1,12
3043,TP,B1,D1,13
3044,TP,B1,D1,14
3045,TP,B1,D1,15
3046,TP,B1,D1,16
3047,TP,B1,D1,17
3048,TP,B1,D1,18
3049,TP,B1,D2,01
3050,TP,B1,D2,02
3051,TP,B1,D2,03
3052,TP,B1,D2,04
3053,TP,B1,D2,05
3054,TP,B1,D2,06
3055,TP,B1,D2,07
3056,TP,B1,D2,08
3057,TP,B1,D2,09
3058,TP,B1,D2,10
3059,TP,B1,D2,11
3060,TP,B1,D2,12
3061,TP,B1,D2,13
3062,TP,B1,D2,14
3063,TP,B1,D2,15
3064,TP,B1,D2,16
3065,TP,B1,D2,17
3066,TP,B1,D2,18
3067,TP,B1,D3,01
3068,TP,B1,D3,02
3069,TP,B1,D3,03
3070,TP,B1,D3,04
3071,TP,B1,D3,05
3072,TP,B1,D3,06
3073,TP,B1,D3,07
3074,TP,B1,D3,08
3075,TP,B1,D3,09
3076,TP,B1,D3,10
3077,TP,B1,D3,11
3078,TP,B1,D3,12
3079,TP,B1,D3,13
3080,TP,B1,D3,14
3081,TP,B1,D3,15
3082,TP,B1,D3,16
3083,TP,B1,D3,17
3084,TP,B1,D3,18
3085,TP,B1,D4,01
3086,TP,B1,D4,02
3087,TP,B1,D4,03
3088,TP,B1,D4,04
3089,TP,B1,D4,05
3090,TP,B1,D4,06
3091,TP,B1,D4,07
3092,TP,B1,D4,08
3093,TP,B1,D4,09
3094,TP,B1,D4,10
3095,TP,B1,D4,11
3096,TP,B1,D4,12
3097,TP,B1,D4,13
3098,TP,B1,D4,14
3099,TP,B1,D4,15
3100,TP,B1,D4,16
3101,TP,B1,D4,17
3102,TP,B1,D4,18
3103,TP,B1,D5,01
3104,TP,B1,D5,02
3105,TP,B1,D5,03
3106,TP,B1,D5,04
3107,TP,B1,D5,05
3108,TP,B1,D5,06
3109,TP,B1,D5,07
3110,TP,B1,D5,08
3111,TP,B1,D5,09
3112,TP,B1,D5,10
3113,TP,B1,D5,11
3114,TP,B1,D5,12
3115,TP,B1,D5,13
3116,TP,B1,D5,14
3117,TP,B1,D5,15
3118,TP,B1,D5,16
3119,TP,B1,D5,17
3120,TP,B1,D5,18
3121,TP,B1,D6,01
3122,TP,B1,D6,02
3123,TP,B1,D6,03
3124,TP,B1,D6,04
3125,TP,B1,D6,05
3126,TP,B1,D6,06
3127,TP,B1,D6,07
3128,TP,B1,D6,08
3129,TP,B1,D6,09
3130,TP,B1,D6,10
3131,TP,B1,D6,11
3132,TP,B1,D6,12
3133,TP,B1,D6,13
3134,TP,B1,D6,14
3135,TP,B1,D6,15
3136,TP,B1,D6,16
3137,TP,B1,D6,17
3138,TP,B1,D6,18
3139,TP,B1,CB,01
3140,TP,B1,CB,02
3141,TP,B1,CB,03
3142,TP,B1,CB,04
3143,TP,B1,CB,05
3144,TP,B1,CB,06
3145,TP,B1,CB,07
3146,TP,B1,CB,08
3147,TP,B1,CB,09
3148,TP,B1,CB,10
3149,TP,B1,CB,11
3150,TP,B1,CB,12
3151,TP,B1,CB,13
3152,TP,B1,CB,14
3153,TP,B1,CB,15
3154,TP,B1,CB,16
3155,TP,B1,CB,17
3156,TP,B1,CB,18
3157,TP,B1,LB,15
3158,TP,B1,LB,16
3159,TP,B1,LB,17
3160,TP,B1,LB,18
3161,TP,B1,LB,19
3162,TP,B1,LB,20
3163,TP,B1,LB,21
3164,TP,B1,LB,22
3165,TP,B1,LB,23
3166,TP,B1,LB,24
3167,TP,B1,LB,25
3168,TP,B1,LB,26
3169,TP,B1,LB,27
3170,TP,B1,LB,28
3171,TP,B1,LB,29
3172,TP,B1,LB,30
3173,TP,B1,LB,31
3174,TP,B1,LB,32
3175,TP,B1,LB,33
3176,TP,B1,LB,34
3177,TP,B1,LB,35
3178,TP,B1,LB,36
3179,TP,B1,LB,37
3180,TP,B1,LB,38
3181,TP,B1,LB,39
3182,TP,B1,LB,40
3183,TP,B1,RB,15
3184,TP,B1,RB,16
3185,TP,B1,RB,17
3186,TP,B1,RB,18
3187,TP,B1,RB,19
3188,TP,B1,RB,20
3189,TP,B1,RB,21
3190,TP,B1,RB,22
3191,TP,B1,RB,23
3192,TP,B1,RB,24
3193,TP,B1,RB,25
3194,TP,B1,RB,26
3195,TP,B1,RB,27
3196,TP,B1,RB,28
3197,TP,B1,RB,29
3198,TP,B1,RB,30
3199,TP,B1,RB,31
3200,TP,B1,RB,32
3201,TP,B1,RB,33
3202,TP,B1,RB,34
3203,TP,B1,RB,35
3204,TP,B1,RB,36
3205,TP,B1,RB,37
3206,TP,B1,RB,38
3207,TP,B1,RB,39
3208,TP,B1,RB,40
